refdes,pin,voltage,current,rpin
VCOMP47,VCOMP47-0,3.13904,-0.000313826,8000
VCOMP47,VCOMP47-1,0.00110026,7.84164e-05,8000
VCOMP47,VCOMP47-2,0.00109665,7.84168e-05,8000
VCOMP47,VCOMP47-3,0.00109115,7.84175e-05,8000
VCOMP47,VCOMP47-4,0.00109841,7.84166e-05,8000
VCOMP48,VCOMP48-0,3.13957,-0.0003139,5000
VCOMP48,VCOMP48-1,0.00109115,0.000313796,5000
VCOMP49,VCOMP49-0,3.13955,-0.000313898,5000
VCOMP49,VCOMP49-1,0.00109115,0.000313794,5000
VCOMP50,VCOMP50-0,3.13276,-0.0002,500
VCOMP50,VCOMP50-1,0.00108253,0.0002,500
VCOMP51,VCOMP51-0,3.13143,-0.000313086,5000
VCOMP51,VCOMP51-1,0.00109115,0.000312982,5000
VCOMP52,VCOMP52-0,3.13143,-0.000313086,5000
VCOMP52,VCOMP52-1,0.00109115,0.000312982,5000
VCOMP53,VCOMP53-0,3.13143,-0.0004,250
VCOMP53,VCOMP53-1,0.00109564,0.0004,250
VCOMP55,VCOMP55-0,3.76734,-0.587682,0.17016
VCOMP55,VCOMP55-1,0.000904118,0.587682,0.17016
VCOMP57,VCOMP57-0,4.82315,-3.69275,0.0361068
VCOMP57,VCOMP57-1,0.00481123,1.84637,0.0361068
VCOMP57,VCOMP57-2,0.00481123,1.84637,0.0361068
VCOMP58,VCOMP58-0,3.80384,-4.06102e-06,500000
VCOMP58,VCOMP58-1,0.0013071,3.54404e-06,500000
VCOMP60,VCOMP60-0,4.93442,-0.00133633,99.7759
VCOMP60,VCOMP60-1,0.000859115,0.000668164,99.7759
VCOMP60,VCOMP60-2,0.000859115,0.000668164,99.7759
VCOMP61,VCOMP61-0,5.00086,-5.33967e-06,500000
VCOMP61,VCOMP61-1,0.000968537,4.6601e-06,500000
VCOMP62,VCOMP62-0,3.72079,-0.25,0.05
VCOMP62,VCOMP62-1,3.69579,0.25,0.05
VCOMP63,VCOMP63-0,3.69451,-0.125,0.0225
VCOMP63,VCOMP63-1,3.68888,0.125,0.0225
VCOMP64,VCOMP64-0,3.69462,-0.125,0.0225
VCOMP64,VCOMP64-1,3.689,0.125,0.0225
VCOMP65,VCOMP65-0,3.28948,-0.570157,0.07
VCOMP65,VCOMP65-1,3.20966,0.570157,0.07
VCOMP66,VCOMP66-0,3.1628,-0.0790102,0.07
VCOMP66,VCOMP66-1,3.15174,0.0790102,0.07
