refdes,pin,voltage,current,rpin
VCOMP0,VCOMP0-0,4.9964,1.80118,0
VCOMP0,VCOMP0-1,4.9964,1.80118,0
VCOMP0,VCOMP0-2,0,-0.900591,0
VCOMP0,VCOMP0-3,0,-0.900591,0
VCOMP0,VCOMP0-4,0,-0.900591,0
VCOMP0,VCOMP0-5,0,-0.900591,0
VCOMP1,VCOMP1-0,5.00097,0.0458603,0
VCOMP1,VCOMP1-1,5.00097,0.0458603,0
VCOMP1,VCOMP1-2,0.00106476,-0.0229302,0
VCOMP1,VCOMP1-3,0.00106476,-0.0229302,0
VCOMP1,VCOMP1-4,0.00106476,-0.0229302,0
VCOMP1,VCOMP1-5,0.00106476,-0.0229302,0
VCOMP54,VCOMP54-0,3.30033,0.570257,0
VCOMP54,VCOMP54-1,0.000904118,-0.570257,0
VCOMP56,VCOMP56-0,3.80534,0.837687,0
VCOMP56,VCOMP56-1,0.00481123,-0.418843,0
VCOMP56,VCOMP56-2,0.00481123,-0.418843,0
VCOMP59,VCOMP59-0,5.00086,0.00118544,0
VCOMP59,VCOMP59-1,0.000859115,-0.00059272,0
VCOMP59,VCOMP59-2,0.000859115,-0.00059272,0
VCOMP2,VCOMP2-0,3.68478,-0.0625231,3.04
VCOMP2,VCOMP2-1,3.68464,-0.0624769,3.04
VCOMP2,VCOMP2-2,0.00111794,0.00328795,3.04
VCOMP2,VCOMP2-3,0.00112413,0.00328591,3.04
VCOMP2,VCOMP2-4,0.00112199,0.00328661,3.04
VCOMP2,VCOMP2-5,0.001124,0.00328595,3.04
VCOMP2,VCOMP2-6,0.00112563,0.00328542,3.04
VCOMP2,VCOMP2-7,0.00112417,0.0032859,3.04
VCOMP2,VCOMP2-8,0.00112358,0.00328609,3.04
VCOMP2,VCOMP2-9,0.0011209,0.00328697,3.04
VCOMP2,VCOMP2-10,0.00112479,0.00328569,3.04
VCOMP2,VCOMP2-11,0.00111339,0.00328944,3.04
VCOMP2,VCOMP2-12,0.00112337,0.00328616,3.04
VCOMP2,VCOMP2-13,0.00112138,0.00328681,3.04
VCOMP2,VCOMP2-14,0.00112498,0.00328563,3.04
VCOMP2,VCOMP2-15,0.00111953,0.00328742,3.04
VCOMP2,VCOMP2-16,0.00111324,0.00328949,3.04
VCOMP2,VCOMP2-17,0.00111738,0.00328813,3.04
VCOMP2,VCOMP2-18,0.00111234,0.00328979,3.04
VCOMP2,VCOMP2-19,0.00111735,0.00328814,3.04
VCOMP2,VCOMP2-20,0.00111018,0.0032905,3.04
VCOMP2,VCOMP2-21,0.00111518,0.00328885,3.04
VCOMP2,VCOMP2-22,0.00111056,0.00329037,3.04
VCOMP2,VCOMP2-23,0.00112179,0.00328668,3.04
VCOMP2,VCOMP2-24,0.00112238,0.00328648,3.04
VCOMP2,VCOMP2-25,0.00111191,0.00328993,3.04
VCOMP2,VCOMP2-26,0.00111076,0.00329031,3.04
VCOMP2,VCOMP2-27,0.00111144,0.00329008,3.04
VCOMP2,VCOMP2-28,0.00111035,0.00329044,3.04
VCOMP2,VCOMP2-29,0.00111372,0.00328933,3.04
VCOMP2,VCOMP2-30,0.00110052,0.00329367,3.04
VCOMP2,VCOMP2-31,0.00110031,0.00329374,3.04
VCOMP2,VCOMP2-32,0.001111,0.00329023,3.04
VCOMP2,VCOMP2-33,0.00110657,0.00329169,3.04
VCOMP2,VCOMP2-34,0.00110884,0.00329094,3.04
VCOMP2,VCOMP2-35,0.00110775,0.0032913,3.04
VCOMP2,VCOMP2-36,0.00110183,0.00329324,3.04
VCOMP2,VCOMP2-37,0.00109981,0.00329391,3.04
VCOMP2,VCOMP2-38,0.00106953,0.00330387,3.04
VCOMP2,VCOMP2-39,0.00109056,0.00329695,3.04
VCOMP3,VCOMP3-0,3.6863,-0.0312892,5.79048
VCOMP3,VCOMP3-1,3.68591,-0.0312216,5.79048
VCOMP3,VCOMP3-2,3.68598,-0.0312332,5.79048
VCOMP3,VCOMP3-3,3.68611,-0.0312559,5.79048
VCOMP3,VCOMP3-4,0.00111794,0.00328867,5.79048
VCOMP3,VCOMP3-5,0.00112413,0.0032876,5.79048
VCOMP3,VCOMP3-6,0.00112199,0.00328797,5.79048
VCOMP3,VCOMP3-7,0.001124,0.00328762,5.79048
VCOMP3,VCOMP3-8,0.00112563,0.00328734,5.79048
VCOMP3,VCOMP3-9,0.00112417,0.00328759,5.79048
VCOMP3,VCOMP3-10,0.00112358,0.0032877,5.79048
VCOMP3,VCOMP3-11,0.0011209,0.00328816,5.79048
VCOMP3,VCOMP3-12,0.00112479,0.00328749,5.79048
VCOMP3,VCOMP3-13,0.00111339,0.00328946,5.79048
VCOMP3,VCOMP3-14,0.00112337,0.00328773,5.79048
VCOMP3,VCOMP3-15,0.00112138,0.00328807,5.79048
VCOMP3,VCOMP3-16,0.00112498,0.00328745,5.79048
VCOMP3,VCOMP3-17,0.00111953,0.00328839,5.79048
VCOMP3,VCOMP3-18,0.00111324,0.00328948,5.79048
VCOMP3,VCOMP3-19,0.00111738,0.00328877,5.79048
VCOMP3,VCOMP3-20,0.00111234,0.00328964,5.79048
VCOMP3,VCOMP3-21,0.00111735,0.00328877,5.79048
VCOMP3,VCOMP3-22,0.00111018,0.00329001,5.79048
VCOMP3,VCOMP3-23,0.00111518,0.00328915,5.79048
VCOMP3,VCOMP3-24,0.00111056,0.00328994,5.79048
VCOMP3,VCOMP3-25,0.00112179,0.003288,5.79048
VCOMP3,VCOMP3-26,0.00112238,0.0032879,5.79048
VCOMP3,VCOMP3-27,0.00111191,0.00328971,5.79048
VCOMP3,VCOMP3-28,0.00111076,0.00328991,5.79048
VCOMP3,VCOMP3-29,0.00111144,0.00328979,5.79048
VCOMP3,VCOMP3-30,0.00111035,0.00328998,5.79048
VCOMP3,VCOMP3-31,0.00111372,0.0032894,5.79048
VCOMP3,VCOMP3-32,0.00110052,0.00329168,5.79048
VCOMP3,VCOMP3-33,0.00110031,0.00329171,5.79048
VCOMP3,VCOMP3-34,0.001111,0.00328987,5.79048
VCOMP3,VCOMP3-35,0.00110657,0.00329063,5.79048
VCOMP3,VCOMP3-36,0.00110884,0.00329024,5.79048
VCOMP3,VCOMP3-37,0.00110775,0.00329043,5.79048
VCOMP3,VCOMP3-38,0.00110183,0.00329145,5.79048
VCOMP3,VCOMP3-39,0.00109981,0.0032918,5.79048
VCOMP3,VCOMP3-40,0.00106953,0.00329703,5.79048
VCOMP3,VCOMP3-41,0.00109056,0.0032934,5.79048
VCOMP4,VCOMP4-0,5.00079,-0.00018,555.556
VCOMP4,VCOMP4-1,0.00102671,0.00018,555.556
VCOMP5,VCOMP5-0,5.00076,-0.00050005,5000
VCOMP5,VCOMP5-1,0.00109115,0.000499884,5000
VCOMP6,VCOMP6-0,5.00076,-0.00050005,5000
VCOMP6,VCOMP6-1,0.00109115,0.000499884,5000
VCOMP7,VCOMP7-0,3.29574,-0.0001,1000
VCOMP7,VCOMP7-1,0.00108655,0.0001,1000
VCOMP8,VCOMP8-0,3.19892,-0.0001,1500
VCOMP8,VCOMP8-1,0.0010111,3.33345e-05,1500
VCOMP8,VCOMP8-2,0.00100661,3.33375e-05,1500
VCOMP8,VCOMP8-3,0.0010207,3.33281e-05,1500
VCOMP9,VCOMP9-0,3.19892,-0.0001,1500
VCOMP9,VCOMP9-1,0.00105537,3.33339e-05,1500
VCOMP9,VCOMP9-2,0.00105281,3.33356e-05,1500
VCOMP9,VCOMP9-3,0.00106048,3.33305e-05,1500
VCOMP10,VCOMP10-0,3.19891,-0.0001,1500
VCOMP10,VCOMP10-1,0.00107891,3.33329e-05,1500
VCOMP10,VCOMP10-2,0.00107739,3.33339e-05,1500
VCOMP10,VCOMP10-3,0.00107859,3.33331e-05,1500
VCOMP11,VCOMP11-0,3.19892,-6.8031e-05,39166.7
VCOMP11,VCOMP11-1,0.000896695,1.36207e-05,39166.7
VCOMP11,VCOMP11-2,0.0009742,1.36188e-05,39166.7
VCOMP11,VCOMP11-3,0.000996222,1.36182e-05,39166.7
VCOMP11,VCOMP11-4,0.000941964,1.36196e-05,39166.7
VCOMP11,VCOMP11-5,0.000871279,1.36214e-05,39166.7
VCOMP12,VCOMP12-0,3.19892,-6.80429e-05,35250
VCOMP12,VCOMP12-1,0.0010111,2.26778e-05,35250
VCOMP12,VCOMP12-2,0.00100661,2.26779e-05,35250
VCOMP12,VCOMP12-3,0.0010207,2.26775e-05,35250
VCOMP13,VCOMP13-0,3.19892,-6.80421e-05,35250
VCOMP13,VCOMP13-1,0.00105537,2.26775e-05,35250
VCOMP13,VCOMP13-2,0.00105281,2.26776e-05,35250
VCOMP13,VCOMP13-3,0.00106048,2.26774e-05,35250
VCOMP14,VCOMP14-0,3.19891,-6.80415e-05,35250
VCOMP14,VCOMP14-1,0.00107891,2.26773e-05,35250
VCOMP14,VCOMP14-2,0.00107739,2.26773e-05,35250
VCOMP14,VCOMP14-3,0.00107859,2.26773e-05,35250
VCOMP15,VCOMP15-0,3.19891,-6.80519e-05,39166.7
VCOMP15,VCOMP15-1,0.000896695,1.35995e-05,39166.7
VCOMP15,VCOMP15-2,0.0009742,1.35975e-05,39166.7
VCOMP15,VCOMP15-3,0.000996222,1.35969e-05,39166.7
VCOMP15,VCOMP15-4,0.000941964,1.35983e-05,39166.7
VCOMP15,VCOMP15-5,0.000871279,1.36001e-05,39166.7
VCOMP16,VCOMP16-0,3.12084,-6.63906e-05,39166.7
VCOMP16,VCOMP16-1,0.000896695,1.32675e-05,39166.7
VCOMP16,VCOMP16-2,0.0009742,1.32655e-05,39166.7
VCOMP16,VCOMP16-3,0.000996222,1.3265e-05,39166.7
VCOMP16,VCOMP16-4,0.000941964,1.32663e-05,39166.7
VCOMP16,VCOMP16-5,0.000871279,1.32682e-05,39166.7
VCOMP17,VCOMP17-0,3.12055,-0.0479902,32.5
VCOMP17,VCOMP17-1,0.00118514,0.0479902,32.5
VCOMP18,VCOMP18-0,3.12055,-0.141785,11
VCOMP18,VCOMP18-1,0.00128236,0.141785,11
VCOMP19,VCOMP19-0,3.12055,-0.141784,11
VCOMP19,VCOMP19-1,0.0012945,0.141784,11
VCOMP20,VCOMP20-0,3.19026,-0.000318956,8333.33
VCOMP20,VCOMP20-1,0.000896695,6.3768e-05,8333.33
VCOMP20,VCOMP20-2,0.0009742,6.37587e-05,8333.33
VCOMP20,VCOMP20-3,0.000996222,6.37561e-05,8333.33
VCOMP20,VCOMP20-4,0.000941964,6.37626e-05,8333.33
VCOMP20,VCOMP20-5,0.000871279,6.37711e-05,8333.33
VCOMP21,VCOMP21-0,3.19692,-0.0105415,10
VCOMP21,VCOMP21-1,3.19026,-0.00987552,10
VCOMP21,VCOMP21-2,3.17431,-0.00828022,10
VCOMP21,VCOMP21-3,3.19879,-0.0107289,10
VCOMP21,VCOMP21-4,3.19724,-0.0105739,10
VCOMP21,VCOMP21-5,0.000896695,0.0100039,10
VCOMP21,VCOMP21-6,0.0009742,0.00999619,10
VCOMP21,VCOMP21-7,0.000996222,0.00999399,10
VCOMP21,VCOMP21-8,0.000941964,0.00999941,10
VCOMP21,VCOMP21-9,0.000871279,0.0100065,10
VCOMP22,VCOMP22-0,3.18641,-0.00965232,165
VCOMP22,VCOMP22-1,0.00113981,0.00965234,165
VCOMP23,VCOMP23-0,3.18641,-0.00965234,165
VCOMP23,VCOMP23-1,0.00113426,0.00965236,165
VCOMP24,VCOMP24-0,3.18641,-0.00965233,165
VCOMP24,VCOMP24-1,0.00113677,0.00965235,165
VCOMP25,VCOMP25-0,3.16867,-0.0001,1000
VCOMP25,VCOMP25-1,0.00105221,0.0001,1000
VCOMP26,VCOMP26-0,3.14657,-0.0167739,6
VCOMP26,VCOMP26-1,3.1465,-0.0167623,6
VCOMP26,VCOMP26-2,3.14471,-0.0164638,6
VCOMP26,VCOMP26-3,0.00111258,0.0166666,6
VCOMP26,VCOMP26-4,0.00116124,0.0166585,6
VCOMP26,VCOMP26-5,0.00106273,0.0166749,6
VCOMP27,VCOMP27-0,3.1456,-0.000314403,7500
VCOMP27,VCOMP27-1,0.00111258,0.000104861,7500
VCOMP27,VCOMP27-2,0.00116124,0.000104855,7500
VCOMP27,VCOMP27-3,0.00106273,0.000104868,7500
VCOMP28,VCOMP28-0,3.14665,-0.00953195,165
VCOMP28,VCOMP28-1,0.00110721,0.00953196,165
VCOMP29,VCOMP29-0,3.14665,-0.00953195,165
VCOMP29,VCOMP29-1,0.00110619,0.00953197,165
VCOMP30,VCOMP30-0,3.14665,-0.00953195,165
VCOMP30,VCOMP30-1,0.00110597,0.00953197,165
VCOMP31,VCOMP31-0,3.18809,-0.03,3.33333
VCOMP31,VCOMP31-1,0.00112577,0.03,3.33333
VCOMP32,VCOMP32-0,3.18806,-0.000318664,6666.67
VCOMP32,VCOMP32-1,0.00105899,0.000159386,6666.67
VCOMP32,VCOMP32-2,0.00104743,0.000159388,6666.67
VCOMP33,VCOMP33-0,3.18806,-0.000318663,6666.67
VCOMP33,VCOMP33-1,0.00105899,0.000159386,6666.67
VCOMP33,VCOMP33-2,0.00104743,0.000159388,6666.67
VCOMP34,VCOMP34-0,3.18806,-0.000318664,6666.67
VCOMP34,VCOMP34-1,0.00105899,0.000159386,6666.67
VCOMP34,VCOMP34-2,0.00104743,0.000159388,6666.67
VCOMP35,VCOMP35-0,3.18806,-0.000318664,6666.67
VCOMP35,VCOMP35-1,0.00105899,0.000159386,6666.67
VCOMP35,VCOMP35-2,0.00104743,0.000159388,6666.67
VCOMP36,VCOMP36-0,3.17454,-0.0001,1333.33
VCOMP36,VCOMP36-1,0.00105899,4.99958e-05,1333.33
VCOMP36,VCOMP36-2,0.00104743,5.00045e-05,1333.33
VCOMP37,VCOMP37-0,3.19893,-0.0001,1000
VCOMP37,VCOMP37-1,0.0010581,0.0001,1000
VCOMP38,VCOMP38-0,3.1456,-0.0001,1000
VCOMP38,VCOMP38-1,0.0010581,0.0001,1000
VCOMP39,VCOMP39-0,3.19889,-0.015,8.88889
VCOMP39,VCOMP39-1,0.00100782,0.00750063,8.88889
VCOMP39,VCOMP39-2,0.0010191,0.00749936,8.88889
VCOMP40,VCOMP40-0,3.13144,-0.000313073,8333.33
VCOMP40,VCOMP40-1,0.000896695,6.25919e-05,8333.33
VCOMP40,VCOMP40-2,0.0009742,6.25826e-05,8333.33
VCOMP40,VCOMP40-3,0.000996222,6.258e-05,8333.33
VCOMP40,VCOMP40-4,0.000941964,6.25865e-05,8333.33
VCOMP40,VCOMP40-5,0.000871279,6.2595e-05,8333.33
VCOMP41,VCOMP41-0,3.13144,-0.000313073,8333.33
VCOMP41,VCOMP41-1,0.000896695,6.25919e-05,8333.33
VCOMP41,VCOMP41-2,0.0009742,6.25826e-05,8333.33
VCOMP41,VCOMP41-3,0.000996222,6.258e-05,8333.33
VCOMP41,VCOMP41-4,0.000941964,6.25865e-05,8333.33
VCOMP41,VCOMP41-5,0.000871279,6.2595e-05,8333.33
VCOMP42,VCOMP42-0,3.13144,-0.00968826,13.3333
VCOMP42,VCOMP42-1,3.13975,-0.0103118,13.3333
VCOMP42,VCOMP42-2,0.00110026,0.00499974,13.3333
VCOMP42,VCOMP42-3,0.00109665,0.00500001,13.3333
VCOMP42,VCOMP42-4,0.00109115,0.00500042,13.3333
VCOMP42,VCOMP42-5,0.00109841,0.00499988,13.3333
VCOMP43,VCOMP43-0,3.13936,-0.0001,1000
VCOMP43,VCOMP43-1,0.00108655,0.0001,1000
VCOMP44,VCOMP44-0,3.13896,-0.00950866,165
VCOMP44,VCOMP44-1,0.00109851,0.00950868,165
VCOMP45,VCOMP45-0,3.13905,-0.000313834,8333.33
VCOMP45,VCOMP45-1,0.000896695,6.2744e-05,8333.33
VCOMP45,VCOMP45-2,0.0009742,6.27347e-05,8333.33
VCOMP45,VCOMP45-3,0.000996222,6.27321e-05,8333.33
VCOMP45,VCOMP45-4,0.000941964,6.27386e-05,8333.33
VCOMP45,VCOMP45-5,0.000871279,6.27471e-05,8333.33
VCOMP46,VCOMP46-0,3.13904,-0.000313847,5000
VCOMP46,VCOMP46-1,0.00109115,0.000313743,5000
