x,y,layer1,layer2,voltage1,voltage2,current
635.621,-85.6998,TOP_LAYER,MID_LAYER_1,0.00073648,0.000734962,0.0192152
635.621,-85.6998,MID_LAYER_1,MID_LAYER_2,0.000734962,0.00072117,0.0290521
635.621,-85.6998,MID_LAYER_2,MID_LAYER_3,0.00072117,0.000718132,0.0302816
635.621,-85.6998,MID_LAYER_3,MID_LAYER_4,0.000718132,0.000703407,0.0310168
635.621,-85.6998,MID_LAYER_4,BOTTOM_LAYER,0.000703407,0.000700956,0.0310264
632.705,209.618,MID_LAYER_1,MID_LAYER_2,5.00082,5.00082,-7.06969e-12
632.705,209.618,MID_LAYER_2,MID_LAYER_3,5.00082,5.00082,-1.00367e-11
632.705,209.618,MID_LAYER_3,MID_LAYER_4,5.00082,5.00082,-1.34324e-11
638.141,1646.58,TOP_LAYER,MID_LAYER_1,0.00100209,0.00100016,0.0243895
638.141,1646.58,MID_LAYER_1,MID_LAYER_2,0.00100016,0.00098458,0.0328234
638.141,1646.58,MID_LAYER_2,MID_LAYER_3,0.00098458,0.000981396,0.0317412
638.141,1646.58,MID_LAYER_3,MID_LAYER_4,0.000981396,0.000967037,0.0302461
638.141,1646.58,MID_LAYER_4,BOTTOM_LAYER,0.000967037,0.000964956,0.0263486
663.217,183.24,TOP_LAYER,MID_LAYER_1,0.000807802,0.000805716,0.00998111
674.991,-85.6998,TOP_LAYER,MID_LAYER_1,0.000748719,0.000747432,0.0162995
674.991,-85.6998,MID_LAYER_1,MID_LAYER_2,0.000747432,0.000735785,0.0245347
674.991,-85.6998,MID_LAYER_2,MID_LAYER_3,0.000735785,0.000733307,0.0246971
674.991,-85.6998,MID_LAYER_3,MID_LAYER_4,0.000733307,0.000721617,0.0246246
674.991,-85.6998,MID_LAYER_4,BOTTOM_LAYER,0.000721617,0.000719678,0.0245415
677.511,1646.58,TOP_LAYER,MID_LAYER_1,0.00101275,0.00101106,0.0214522
677.511,1646.58,MID_LAYER_1,MID_LAYER_2,0.00101106,0.00099697,0.0296717
677.511,1646.58,MID_LAYER_2,MID_LAYER_3,0.00099697,0.000994104,0.0285741
677.511,1646.58,MID_LAYER_3,MID_LAYER_4,0.000994104,0.000981252,0.0270721
677.511,1646.58,MID_LAYER_4,BOTTOM_LAYER,0.000981252,0.000979483,0.022391
675.657,894.105,TOP_LAYER,MID_LAYER_1,0.00115262,0.00114349,0.0436796
675.657,894.105,MID_LAYER_1,MID_LAYER_2,0.00114349,0.00106607,0.0616216
675.657,894.105,MID_LAYER_2,MID_LAYER_3,0.00106607,0.00105517,0.0410794
675.657,894.105,MID_LAYER_3,MID_LAYER_4,0.00105517,0.00100768,0.0377975
675.657,894.105,MID_LAYER_4,BOTTOM_LAYER,0.00100768,0.000997909,0.0467556
675.657,1012.22,TOP_LAYER,MID_LAYER_1,0.00122624,0.00119826,0.133866
675.657,1012.22,MID_LAYER_1,MID_LAYER_2,0.00119826,0.00109173,0.0847966
675.657,1012.22,MID_LAYER_2,MID_LAYER_3,0.00109173,0.00107552,0.0610512
675.657,1012.22,MID_LAYER_3,MID_LAYER_4,0.00107552,0.00101402,0.0489502
675.657,1012.22,MID_LAYER_4,BOTTOM_LAYER,0.00101402,0.00100636,0.0366775
675.657,1130.33,TOP_LAYER,MID_LAYER_1,0.00134051,0.00127388,0.318719
675.657,1130.33,MID_LAYER_1,MID_LAYER_2,0.00127388,0.00110969,0.130691
675.657,1130.33,MID_LAYER_2,MID_LAYER_3,0.00110969,0.0010865,0.0873566
675.657,1130.33,MID_LAYER_3,MID_LAYER_4,0.0010865,0.00101085,0.0602191
675.657,1130.33,MID_LAYER_4,BOTTOM_LAYER,0.00101085,0.00100129,0.0456885
