x;y;layer1;layer2;voltage1;voltage2;current
1029.99;1484.66;MID_LAYER_4;BOTTOM_LAYER;0.000532274;0.000529318;0.0141431
1033.1;568.082;TOP_LAYER;MID_LAYER_1;5.00169;5.00169;-0.00100038
1060.85;490.326;TOP_LAYER;MID_LAYER_1;0.000584068;0.000582908;0.00554668
1060.85;490.326;MID_LAYER_1;MID_LAYER_2;0.000582908;0.000572153;0.00856081
1060.85;490.326;MID_LAYER_2;MID_LAYER_3;0.000572153;0.000569847;0.00868417
1060.85;490.326;MID_LAYER_3;MID_LAYER_4;0.000569847;0.000562705;0.00568484
1060.85;490.326;MID_LAYER_4;BOTTOM_LAYER;0.000562705;0.000561628;0.00515621
1068.69;-85.6998;TOP_LAYER;MID_LAYER_1;0.000556729;0.000556416;0.00395763
1068.69;-85.6998;MID_LAYER_1;MID_LAYER_2;0.000556416;0.000554999;0.00298495
1068.69;-85.6998;MID_LAYER_2;MID_LAYER_3;0.000554999;0.000554707;0.00290834
1068.69;-85.6998;MID_LAYER_3;MID_LAYER_4;0.000554707;0.000553322;0.00291811
1068.69;-85.6998;MID_LAYER_4;BOTTOM_LAYER;0.000553322;0.000553119;0.00256624
1071.21;1646.58;TOP_LAYER;MID_LAYER_1;0.000550013;0.000549743;0.00341923
1071.21;1646.58;MID_LAYER_1;MID_LAYER_2;0.000549743;0.000547593;0.00452871
1071.21;1646.58;MID_LAYER_2;MID_LAYER_3;0.000547593;0.000547157;0.00435142
1071.21;1646.58;MID_LAYER_3;MID_LAYER_4;0.000547157;0.000545182;0.0041587
1071.21;1646.58;MID_LAYER_4;BOTTOM_LAYER;0.000545182;0.00054495;0.00294461
1086.45;579.893;TOP_LAYER;MID_LAYER_1;0.000589407;0.000588425;0.00469961
